PWGTP,SEX,RAC1P,AGEP,PUMA,ST,
86,2,1,54,901,31,
424,1,6,29,901,31,
377,2,6,25,901,31,
99,2,1,27,902,31,
10,1,1,75,902,31,
42,2,1,62,903,31,
410,1,2,23,901,31,
92,1,1,41,901,31,
88,2,1,51,901,31,
105,1,1,19,901,31,
101,1,1,47,904,31,
60,2,1,49,904,31,
41,2,1,19,904,31,
34,1,1,18,904,31,
243,1,6,43,901,31,
307,2,6,44,901,31,
154,2,1,27,901,31,
179,1,1,31,901,31,
91,1,1,50,901,31,
149,2,1,43,903,31,
124,1,1,46,903,31,
124,1,2,44,904,31,
139,2,2,39,904,31,
221,1,2,22,904,31,
216,2,2,19,904,31,
171,2,1,66,903,31,
251,1,1,36,903,31,
676,1,1,38,902,31,
955,2,1,30,902,31,
71,1,1,59,902,31,
105,2,1,51,901,31,
164,2,1,19,901,31,
187,2,2,36,903,31,
104,1,1,62,902,31,
82,2,6,40,902,31,
117,1,1,69,904,31,
124,2,1,68,904,31,
106,2,1,94,903,31,
143,1,1,90,903,31,
71,1,1,75,902,31,
55,2,1,71,902,31,
97,1,1,43,902,31,
85,2,6,37,902,31,
126,1,1,80,902,31,
98,2,1,71,902,31,
115,2,1,58,903,31,
116,2,1,53,901,31,
208,1,9,23,901,31,
110,2,1,25,902,31,
148,1,8,30,902,31,
149,1,1,23,903,31,
347,1,1,26,903,31,
320,1,1,23,903,31,
232,1,1,22,903,31,
111,1,1,80,902,31,
109,1,1,66,902,31,
362,2,1,50,901,31,
423,1,1,22,901,31,
357,1,1,18,901,31,
234,1,1,43,902,31,
78,2,1,66,902,31,
101,2,1,21,904,31,
116,1,1,72,902,31,
105,2,1,73,902,31,
191,2,1,30,901,31,
171,1,1,30,901,31,
315,1,1,64,902,31,
310,2,1,64,902,31,
54,1,1,63,904,31,
99,1,1,54,904,31,
98,2,1,66,902,31,
103,1,1,67,902,31,
120,1,1,47,902,31,
93,2,1,43,902,31,
91,1,1,78,901,31,
63,2,1,77,901,31,
142,1,1,39,901,31,
234,2,1,38,903,31,
79,2,1,68,901,31,
82,1,2,69,901,31,
294,1,1,27,901,31,
272,2,1,28,901,31,
102,1,1,38,902,31,
91,2,1,34,902,31,
112,2,1,44,901,31,
98,1,1,44,901,31,
112,1,1,18,901,31,
116,1,1,39,903,31,
134,2,1,35,903,31,
95,2,1,68,903,31,
110,1,1,21,903,31,
114,1,1,55,902,31,
112,2,1,55,902,31,
186,2,1,43,902,31,
246,1,1,20,902,31,
76,2,1,58,903,31,
148,2,1,31,901,31,
152,2,1,86,901,31,
133,2,1,52,903,31,
140,1,1,24,903,31,
366,2,1,50,901,31,
108,1,1,50,902,31,
103,2,1,37,902,31,
98,2,1,89,902,31,
154,2,1,89,904,31,
83,1,2,54,901,31,
106,2,2,51,901,31,
13,2,1,49,901,31,
104,1,1,38,901,31,
115,2,1,39,901,31,
212,2,1,56,901,31,
87,1,1,56,904,31,
106,1,1,60,904,31,
76,2,1,76,901,31,
24,2,1,22,904,31,
109,2,1,76,902,31,
22,1,1,44,902,31,
21,2,1,38,902,31,
103,2,2,34,903,31,
24,2,1,21,904,31,
175,1,2,31,904,31,
49,1,1,61,904,31,
160,2,1,46,901,31,
348,2,1,28,902,31,
356,1,1,28,902,31,
76,2,1,86,901,31,
78,1,1,21,903,31,
94,1,9,55,903,31,
91,2,9,58,903,31,
92,2,1,28,903,31,
102,1,1,29,903,31,
256,2,1,33,903,31,
237,1,1,33,903,31,
198,2,1,54,901,31,
117,1,1,49,902,31,
146,2,1,45,902,31,
140,2,1,42,904,31,
96,1,1,22,904,31,
83,2,1,88,901,31,
95,1,9,44,904,31,
100,2,9,41,904,31,
53,2,9,18,904,31,
72,1,1,63,902,31,
72,2,1,57,902,31,
122,1,1,44,902,31,
104,2,1,18,902,31,
124,1,1,51,901,31,
95,2,1,51,901,31,
175,1,1,25,901,31,
128,2,1,22,901,31,
187,1,1,33,901,31,
205,2,1,31,901,31,
89,1,2,70,903,31,
82,1,2,25,904,31,
337,2,2,38,903,31,
315,2,2,20,903,31,
117,1,2,69,903,31,
93,2,2,74,903,31,
523,1,1,26,903,31,
171,2,1,74,904,31,
95,2,1,71,902,31,
148,1,1,24,902,31,
54,2,1,78,901,31,
102,2,1,30,902,31,
129,1,1,31,902,31,
106,2,1,64,904,31,
174,1,1,37,904,31,
92,1,1,43,903,31,
220,2,2,43,901,31,
331,2,2,44,901,31,
104,2,1,58,902,31,
99,1,1,50,902,31,
277,2,1,30,902,31,
115,1,1,41,904,31,
13,1,1,82,903,31,
98,1,1,50,902,31,
117,2,1,52,902,31,
117,2,1,22,902,31,
117,2,1,20,902,31,
168,2,1,18,902,31,
104,2,1,42,901,31,
49,1,9,43,901,31,
188,2,1,79,902,31,
317,1,1,59,902,31,
177,2,2,47,903,31,
49,1,1,63,904,31,
63,2,1,60,904,31,
110,2,1,33,901,31,
95,1,1,38,901,31,
524,2,2,29,903,31,
112,2,6,54,901,31,
77,2,1,68,904,31,
33,1,1,30,903,31,
80,2,1,39,903,31,
100,1,1,39,903,31,
97,2,1,25,904,31,
119,2,1,26,904,31,
54,2,1,54,901,31,
67,1,1,52,901,31,
20,2,1,84,902,31,
73,2,2,27,904,31,
51,1,1,57,904,31,
69,2,1,57,904,31,
109,1,1,44,902,31,
108,2,1,42,902,31,
23,2,1,85,903,31,
12,2,1,60,903,31,
39,2,1,66,903,31,
215,1,1,64,904,31,
324,1,1,33,904,31,
130,1,1,50,904,31,
85,1,2,43,904,31,
147,1,1,27,904,31,
81,2,1,54,902,31,
128,2,1,34,901,31,
194,1,1,29,901,31,
117,1,1,31,901,31,
115,2,2,24,903,31,
33,1,1,33,903,31,
55,2,2,63,903,31,
80,2,1,31,904,31,
72,1,1,32,904,31,
112,1,1,29,904,31,
130,1,1,64,902,31,
81,1,2,44,903,31,
83,2,1,66,902,31,
90,1,1,66,902,31,
129,1,1,49,902,31,
96,2,1,48,903,31,
180,1,1,31,903,31,
90,1,6,60,901,31,
355,1,1,52,903,31,
90,1,1,38,902,31,
86,2,1,37,902,31,
57,2,1,24,901,31,
108,1,1,61,901,31,
123,2,1,58,901,31,
189,1,1,34,901,31,
113,2,1,71,903,31,
80,1,1,74,901,31,
142,2,1,58,901,31,
155,2,6,31,903,31,
170,2,6,45,903,31,
65,1,6,18,903,31,
178,1,1,60,902,31,
128,2,1,59,902,31,
359,1,1,30,902,31,
107,1,1,42,902,31,
106,1,1,57,902,31,
105,2,1,58,902,31,
58,1,6,28,903,31,
77,2,6,23,903,31,
31,1,6,23,903,31,
70,1,6,29,903,31,
49,2,6,26,903,31,
39,1,1,61,904,31,
54,2,1,58,904,31,
123,2,1,59,902,31,
53,2,1,76,904,31,
108,1,1,52,904,31,
74,1,1,46,904,31,
70,1,1,22,904,31,
45,1,6,19,904,31,
118,2,1,46,901,31,
52,2,1,27,901,31,
59,1,1,31,901,31,
132,1,1,69,901,31,
129,2,1,61,901,31,
88,2,1,58,901,31,
116,2,1,65,901,31,
197,2,2,57,903,31,
295,1,1,48,904,31,
354,2,1,52,901,31,
183,2,2,72,903,31,
144,2,1,54,902,31,
208,1,1,55,903,31,
234,2,1,54,903,31,
136,2,1,24,903,31,
151,1,1,94,903,31,
49,1,1,69,902,31,
88,1,1,65,901,31,
131,2,1,29,904,31,
114,1,1,30,904,31,
116,1,1,63,903,31,
146,2,1,85,903,31,
25,2,1,43,904,31,
70,1,1,23,902,31,
107,1,1,23,902,31,
92,1,2,35,904,31,
249,1,1,55,901,31,
68,1,2,57,903,31,
43,1,2,88,903,31,
151,2,2,69,901,31,
167,1,2,74,901,31,
60,2,2,50,904,31,
117,1,1,33,902,31,
91,2,1,33,902,31,
112,2,1,88,904,31,
82,2,1,36,901,31,
71,1,1,40,901,31,
167,2,1,69,903,31,
84,2,2,32,904,31,
92,2,1,52,901,31,
117,1,1,53,901,31,
382,1,1,34,901,31,
117,2,1,89,902,31,
41,2,1,19,901,31,
188,2,2,69,901,31,
94,1,1,41,901,31,
104,2,1,38,901,31,
68,1,1,48,901,31,
68,2,1,47,901,31,
75,1,1,22,901,31,
64,1,1,18,901,31,
96,1,1,54,902,31,
149,2,1,48,902,31,
57,2,1,48,904,31,
78,1,1,40,904,31,
123,1,1,87,902,31,
108,2,1,81,902,31,
64,1,2,52,903,31,
115,2,1,83,902,31,
176,2,1,75,902,31,
92,2,1,80,904,31,
65,1,1,89,901,31,
114,2,1,56,902,31,
118,1,1,60,902,31,
117,2,1,60,901,31,
98,1,1,57,901,31,
69,1,1,69,904,31,
131,2,2,83,903,31,
177,2,2,58,903,31,
192,1,1,72,903,31,
224,2,1,68,903,31,
49,1,1,51,902,31,
144,2,2,44,901,31,
131,1,2,45,901,31,
114,1,1,70,901,31,
97,2,1,71,901,31,
122,2,1,61,904,31,
69,1,1,70,903,31,
81,2,1,66,903,31,
101,1,1,64,902,31,
97,2,1,61,902,31,
145,2,1,36,902,31,
100,2,1,19,903,31,
99,1,1,29,901,31,
89,2,1,28,901,31,
92,2,1,46,904,31,
113,1,1,20,904,31,
130,2,1,18,904,31,
92,1,1,21,904,31,
37,1,1,49,901,31,
38,2,1,49,901,31,
37,1,1,18,901,31,
227,2,1,53,904,31,
117,1,1,55,904,31,
123,2,1,21,904,31,
177,2,1,18,904,31,
117,2,1,52,901,31,
123,2,1,85,901,31,
122,1,1,54,901,31,
94,2,1,54,901,31,
307,2,1,48,904,31,
64,2,1,86,902,31,
158,2,1,47,902,31,
107,1,1,61,901,31,
123,2,1,60,901,31,
178,1,1,28,901,31,
135,1,1,22,901,31,
114,1,1,82,902,31,
25,1,1,75,904,31,
255,1,1,30,904,31,
135,1,2,30,903,31,
109,2,6,36,902,31,
137,1,8,21,904,31,
174,1,8,21,904,31,
119,1,1,52,901,31,
92,2,1,51,901,31,
124,2,1,24,901,31,
188,2,1,71,901,31,
289,1,1,41,902,31,
287,2,1,35,902,31,
132,1,1,62,904,31,
205,1,1,31,904,31,
325,1,1,36,901,31,
43,2,2,67,903,31,
72,2,2,67,903,31,
166,1,2,26,903,31,
105,1,2,79,903,31,
132,2,1,35,901,31,
224,1,1,58,901,31,
101,2,1,81,902,31,
187,1,1,33,902,31,
96,1,1,74,902,31,
127,2,1,21,902,31,
113,1,1,53,901,31,
88,2,1,52,901,31,
78,2,1,75,901,31,
82,1,1,40,903,31,
94,2,1,37,903,31,
155,2,2,44,903,31,
168,1,1,86,903,31,
191,2,1,86,903,31,
120,1,1,77,902,31,
105,2,1,79,902,31,
174,1,1,54,902,31,
45,1,1,52,901,31,
130,2,1,38,904,31,
116,1,1,28,903,31,
76,2,1,29,903,31,
88,2,1,85,901,31,
79,1,1,63,904,31,
45,2,8,51,904,31,
62,1,8,57,904,31,
64,2,8,52,904,31,
142,1,8,45,904,31,
87,1,8,90,904,31,
95,2,8,32,904,31,
33,1,8,19,904,31,
184,2,1,52,903,31,
134,2,1,20,903,31,
274,2,1,34,903,31,
123,1,1,72,901,31,
107,2,1,69,901,31,
176,2,1,64,901,31,
210,1,1,43,901,31,
116,1,1,63,902,31,
113,2,1,60,902,31,
392,2,1,64,901,31,
339,1,1,57,901,31,
50,2,1,48,904,31,
53,1,1,49,904,31,
89,2,1,32,902,31,
59,1,1,57,904,31,
77,2,1,58,904,31,
89,2,1,24,903,31,
220,1,1,21,901,31,
263,2,1,27,901,31,
545,1,1,32,903,31,
90,1,1,37,902,31,
88,2,1,37,902,31,
89,1,1,19,904,31,
88,2,1,22,904,31,
127,1,1,59,902,31,
121,2,1,57,902,31,
144,2,1,21,902,31,
99,2,1,18,902,31,
50,1,1,50,903,31,
14,1,1,89,903,31,
225,1,1,60,902,31,
322,2,1,48,902,31,
118,1,1,67,901,31,
99,2,1,65,901,31,
84,2,1,21,904,31,
68,2,1,62,904,31,
84,1,1,33,904,31,
71,1,1,58,904,31,
102,1,1,43,902,31,
98,2,1,39,902,31,
179,2,2,34,901,31,
86,1,1,72,904,31,
109,1,1,72,904,31,
23,1,1,49,904,31,
97,1,1,41,902,31,
96,2,1,41,902,31,
32,1,1,66,902,31,
119,1,1,47,901,31,
149,2,1,39,901,31,
111,1,1,22,902,31,
119,2,1,67,901,31,
182,2,2,33,903,31,
331,2,2,18,903,31,
149,1,2,30,902,31,
203,2,1,27,902,31,
17,2,1,94,902,31,
43,2,1,80,904,31,
65,1,1,56,904,31,
62,1,1,49,904,31,
84,1,1,75,901,31,
136,2,1,54,903,31,
199,1,2,28,903,31,
136,1,2,58,903,31,
130,2,2,51,903,31,
154,2,2,31,903,31,
87,1,1,57,903,31,
129,1,8,33,904,31,
148,2,8,32,904,31,
198,1,8,35,904,31,
98,1,1,56,901,31,
83,2,1,54,901,31,
112,2,1,23,901,31,
85,2,1,49,901,31,
106,1,1,27,901,31,
13,2,1,58,903,31,
11,2,1,60,903,31,
116,2,1,60,901,31,
101,1,1,61,901,31,
62,2,1,73,902,31,
313,2,2,40,903,31,
521,1,2,22,903,31,
104,2,1,28,904,31,
119,1,1,33,902,31,
54,1,1,57,901,31,
62,2,1,55,901,31,
96,1,1,30,901,31,
116,1,1,87,901,31,
47,1,1,24,903,31,
123,2,1,55,904,31,
212,2,1,52,904,31,
80,1,1,54,901,31,
80,2,1,57,901,31,
94,1,1,86,901,31,
66,2,1,77,901,31,
173,1,1,48,903,31,
94,1,1,83,901,31,
65,2,1,79,901,31,
57,1,1,53,903,31,
72,1,9,35,902,31,
80,2,1,34,902,31,
102,1,1,19,904,31,
92,2,2,94,903,31,
88,2,1,33,902,31,
107,1,1,31,902,31,
23,2,2,76,903,31,
129,1,1,87,904,31,
203,1,1,70,901,31,
174,2,1,65,901,31,
418,2,1,43,901,31,
69,2,1,25,903,31,
58,1,1,23,903,31,
117,1,1,34,903,31,
27,1,1,88,903,31,
73,1,1,40,904,31,
79,2,1,39,904,31,
40,2,1,18,904,31,
117,2,1,57,904,31,
120,1,1,44,901,31,
131,2,1,36,901,31,
99,1,1,87,901,31,
67,1,1,62,904,31,
111,1,1,62,902,31,
110,2,1,57,902,31,
99,2,1,43,904,31,
102,1,1,43,904,31,
57,2,1,29,901,31,
60,1,1,27,901,31,
76,1,2,31,903,31,
80,2,9,31,903,31,
97,1,6,54,903,31,
98,2,6,39,903,31,
60,1,6,18,903,31,
139,2,6,58,903,31,
88,1,6,64,903,31,
98,1,1,60,901,31,
109,2,1,61,901,31,
63,2,1,71,903,31,
129,1,2,45,903,31,
60,1,1,45,904,31,
65,2,1,46,904,31,
12,1,1,42,904,31,
98,1,1,52,902,31,
100,2,1,56,902,31,
105,1,1,40,902,31,
160,2,1,46,902,31,
141,2,1,46,901,31,
139,1,1,48,901,31,
82,2,1,19,903,31,
93,1,6,34,901,31,
88,2,6,26,901,31,
159,2,1,64,901,31,
97,2,1,66,902,31,
162,1,1,60,901,31,
223,2,1,56,901,31,
61,1,1,48,903,31,
118,2,1,46,901,31,
145,1,1,25,901,31,
115,2,3,46,903,31,
144,1,1,88,904,31,
102,1,1,66,902,31,
94,2,1,66,902,31,
655,1,2,38,902,31,
565,2,2,34,902,31,
351,1,1,31,902,31,
318,2,1,29,902,31,
92,2,1,94,901,31,
115,2,1,72,901,31,
109,1,1,62,902,31,
107,2,1,61,902,31,
127,1,1,53,903,31,
112,2,1,48,903,31,
210,2,1,53,901,31,
105,1,1,27,903,31,
175,1,1,63,901,31,
197,2,1,59,901,31,
321,1,1,42,902,31,
72,1,1,42,904,31,
123,1,1,51,904,31,
92,2,1,49,904,31,
148,2,1,38,902,31,
149,1,1,37,902,31,
191,2,2,61,903,31,
175,1,2,50,903,31,
114,2,1,62,901,31,
110,1,1,65,901,31,
98,1,1,56,902,31,
108,2,1,50,902,31,
98,2,1,60,902,31,
97,1,1,60,902,31,
128,1,1,66,901,31,
129,2,1,62,901,31,
185,1,1,38,903,31,
180,1,1,35,903,31,
48,1,1,79,904,31,
126,1,1,41,901,31,
111,2,1,19,903,31,
73,2,1,61,903,31,
121,1,1,45,903,31,
137,2,1,41,903,31,
352,2,1,36,901,31,
309,1,1,37,901,31,
78,1,1,26,904,31,
98,1,1,31,901,31,
109,2,1,32,901,31,
114,2,1,50,904,31,
81,1,1,51,904,31,
123,2,2,48,903,31,
182,1,2,37,903,31,
233,1,2,21,903,31,
96,1,1,34,901,31,
102,2,1,38,901,31,
69,1,8,27,904,31,
92,1,8,65,904,31,
122,2,8,62,904,31,
385,2,8,45,904,31,
95,2,1,44,904,31,
39,1,1,18,904,31,
47,2,1,18,904,31,
67,2,1,69,904,31,
161,2,1,43,901,31,
63,2,1,23,904,31,
71,1,1,88,902,31,
62,2,1,82,902,31,
231,2,1,54,904,31,
119,1,1,49,904,31,
86,1,1,68,901,31,
73,2,1,66,901,31,
86,1,1,58,903,31,
94,2,1,57,903,31,
73,2,1,94,904,31,
111,1,1,86,901,31,
213,2,1,57,904,31,
140,2,1,26,902,31,
80,2,1,35,903,31,
102,1,1,29,903,31,
103,1,1,37,903,31,
218,1,1,68,901,31,
187,2,1,66,901,31,
60,1,1,61,901,31,
68,2,1,63,901,31,
154,1,6,29,901,31,
135,2,6,25,901,31,
111,1,1,60,902,31,
107,2,1,57,902,31,
242,1,1,37,903,31,
278,2,1,35,903,31,
55,1,1,81,904,31,
65,1,1,37,901,31,
73,2,1,35,901,31,
203,1,8,27,904,31,
172,1,8,23,904,31,
119,2,1,30,901,31,
100,1,1,29,901,31,
109,2,1,60,902,31,
62,1,1,56,902,31,
62,2,1,55,902,31,
410,1,6,43,901,31,
136,2,1,45,901,31,
170,1,1,40,901,31,
117,1,1,85,902,31,
114,2,1,41,901,31,
100,1,1,39,901,31,
55,2,2,94,904,31,
58,1,1,21,903,31,
100,1,1,42,902,31,
92,2,1,32,902,31,
103,1,1,79,901,31,
115,2,1,18,903,31,
104,1,1,60,902,31,
100,2,1,57,902,31,
117,2,1,20,902,31,
149,2,1,80,902,31,
122,1,1,30,902,31,
161,2,1,39,902,31,
14,1,1,59,901,31,
110,1,1,63,901,31,
123,2,1,61,901,31,
16,2,1,94,902,31,
118,2,1,28,901,31,
145,1,1,60,901,31,
130,1,1,46,901,31,
126,2,1,47,901,31,
137,2,1,20,901,31,
555,1,8,39,904,31,
582,2,8,40,904,31,
258,1,8,18,904,31,
240,2,1,52,902,31,
198,1,1,53,902,31,
100,1,2,27,903,31,
101,1,1,63,902,31,
114,2,1,54,902,31,
258,2,1,26,902,31,
65,2,2,60,903,31,
68,1,6,38,901,31,
26,1,1,67,904,31,
116,1,1,32,904,31,
150,2,1,29,904,31,
72,1,1,77,902,31,
55,2,1,72,902,31,
118,2,1,49,901,31,
117,1,1,46,901,31,
128,2,1,21,901,31,
57,2,1,70,902,31,
123,1,1,46,902,31,
101,1,1,24,904,31,
66,1,1,19,903,31,
362,1,1,51,901,31,
281,2,1,53,901,31,
78,2,1,82,904,31,
153,2,8,33,902,31,
106,1,1,61,904,31,
140,2,1,61,904,31,
145,2,1,83,904,31,
95,2,1,71,902,31,
182,1,1,48,903,31,
59,2,1,68,902,31,
125,1,1,46,902,31,
100,2,1,40,902,31,
77,1,1,65,901,31,
80,2,1,63,901,31,
112,2,1,54,901,31,
96,1,1,63,904,31,
129,2,1,61,904,31,
65,2,2,69,903,31,
190,1,2,39,903,31,
108,2,2,41,903,31,
81,1,2,50,903,31,
96,2,1,51,901,31,
138,1,1,20,901,31,
182,2,1,18,901,31,
120,1,1,51,901,31,
153,1,1,28,904,31,
142,2,1,61,901,31,
164,2,1,48,901,31,
28,1,2,27,903,31,
88,1,1,49,901,31,
85,2,1,45,901,31,
215,1,2,53,903,31,
243,2,1,38,904,31,
97,1,1,34,903,31,
47,1,1,70,904,31,
91,1,1,42,904,31,
113,1,1,56,904,31,
104,2,1,70,902,31,
136,2,1,56,904,31,
240,2,2,27,903,31,
378,1,2,33,903,31,
240,2,1,24,901,31,
454,1,1,28,901,31,
24,1,2,49,903,31,
71,1,2,32,904,31,
27,2,1,80,903,31,
301,2,2,25,901,31,
291,1,2,43,901,31,
90,2,1,86,904,31,
54,2,1,67,904,31,
106,2,1,94,902,31,
93,1,1,57,904,31,
124,2,1,56,904,31,
203,1,2,35,903,31,
185,2,2,27,903,31,
76,2,2,44,901,31,
50,1,2,50,901,31,
120,2,2,18,901,31,
74,2,1,61,902,31,
126,1,1,32,902,31,
92,1,1,77,901,31,
64,2,1,77,901,31,
57,2,1,37,904,31,
147,1,1,62,902,31,
144,2,1,61,902,31,
98,1,1,57,902,31,
95,2,1,57,902,31,
106,1,1,33,902,31,
88,2,1,35,902,31,
121,1,1,64,903,31,
132,2,1,61,903,31,
125,1,1,76,902,31,
168,1,1,41,902,31,
178,2,1,36,903,31,
150,1,1,37,903,31,
102,2,1,25,901,31,
69,2,6,55,902,31,
21,2,1,71,902,31,
70,1,1,38,904,31,
51,1,2,50,901,31,
75,2,2,41,901,31,
97,1,1,45,901,31,
88,2,1,44,901,31,
130,1,1,62,902,31,
109,2,1,40,902,31,
108,1,1,40,902,31,
137,1,6,46,901,31,
208,2,6,32,901,31,
83,2,2,77,903,31,
141,2,2,41,903,31,
52,2,1,78,904,31,
152,2,1,54,904,31,
119,1,1,34,901,31,
156,2,1,28,901,31,
255,2,1,22,901,31,
132,1,1,55,902,31,
131,2,1,55,902,31,
101,2,1,56,902,31,
132,1,1,24,902,31,
68,1,1,81,904,31,
69,2,1,74,904,31,
70,2,1,49,904,31,
95,1,1,30,901,31,
83,2,1,76,901,31,
97,2,1,63,903,31,
107,1,1,22,903,31,
158,1,1,31,904,31,
126,2,1,47,901,31,
128,1,1,50,901,31,
232,1,1,67,902,31,
213,2,1,65,902,31,
113,2,1,61,904,31,
97,1,1,61,904,31,
107,2,1,29,904,31,
126,1,1,46,902,31,
100,2,1,42,902,31,
151,1,1,19,902,31,
5,1,1,22,903,31,
92,2,1,39,902,31,
103,1,1,58,902,31,
104,1,1,71,902,31,
115,2,1,64,902,31,
173,1,1,37,902,31,
91,1,1,70,902,31,
85,2,1,70,902,31,
100,1,1,51,903,31,
87,1,1,55,901,31,
100,2,1,61,901,31,
54,1,1,83,903,31,
63,2,1,57,902,31,
106,1,1,25,902,31,
98,2,1,62,902,31,
117,1,2,32,903,31,
112,1,2,32,903,31,
49,2,1,63,901,31,
111,1,1,37,901,31,
124,2,1,41,901,31,
48,2,2,26,904,31,
107,2,1,35,904,31,
123,1,1,39,901,31,
127,2,1,51,902,31,
186,1,1,26,902,31,
114,1,1,68,902,31,
100,1,1,42,902,31,
126,2,1,51,902,31,
85,2,1,90,904,31,
108,1,1,63,901,31,
123,2,1,55,901,31,
105,1,1,32,902,31,
82,2,1,31,902,31,
210,1,1,25,901,31,
128,2,1,38,901,31,
112,1,1,41,901,31,
185,1,1,33,902,31,
158,2,1,39,902,31,
63,2,2,53,903,31,
276,1,2,34,904,31,
255,2,2,34,904,31,
108,1,5,51,904,31,
99,2,1,72,901,31,
88,1,1,80,901,31,
99,1,1,39,902,31,
98,2,6,48,902,31,
232,2,6,22,902,31,
240,2,1,52,902,31,
139,1,1,61,901,31,
129,1,1,46,904,31,
98,2,1,43,904,31,
269,2,1,94,904,31,
61,1,1,60,901,31,
52,2,1,52,901,31,
62,1,1,19,901,31,
447,1,1,51,904,31,
80,1,6,19,903,31,
109,1,2,39,901,31,
85,2,2,23,901,31,
122,1,1,47,901,31,
110,2,1,36,901,31,
355,1,1,42,903,31,
409,2,1,38,903,31,
68,1,1,51,902,31,
105,2,1,48,902,31,
98,1,1,20,902,31,
102,1,1,18,902,31,
66,1,1,35,904,31,
240,1,2,19,904,31,
152,2,1,26,904,31,
196,2,1,27,904,31,
104,2,1,23,904,31,
147,1,1,47,901,31,
6,2,1,19,904,31,
119,1,1,53,901,31,
90,2,1,51,901,31,
131,1,1,24,901,31,
156,2,1,25,901,31,
53,2,1,30,902,31,
154,1,1,45,901,31,
133,2,1,21,901,31,
246,1,1,88,902,31,
68,2,1,19,903,31,
62,2,1,89,903,31,
114,1,1,48,902,31,
139,2,1,47,902,31,
151,1,1,47,904,31,
162,2,1,45,904,31,
174,2,1,22,904,31,
75,1,2,52,903,31,
76,2,1,65,901,31,
89,2,1,61,901,31,
60,1,1,69,903,31,
215,2,1,61,903,31,
58,1,2,76,903,31,
84,2,2,63,903,31,
161,2,2,37,903,31,
139,2,1,56,904,31,
62,1,1,70,902,31,
57,2,1,73,902,31,
122,1,1,34,902,31,
111,2,1,25,902,31,
170,2,1,43,902,31,
76,1,1,34,903,31,
281,1,8,33,904,31,
318,2,8,39,904,31,
29,1,1,83,901,31,
21,2,1,85,901,31,
133,1,1,25,902,31,
87,2,1,23,902,31,
255,2,1,40,904,31,
177,1,1,49,904,31,
405,2,1,58,904,31,
96,2,1,41,902,31,
138,1,1,20,902,31,
98,1,1,39,904,31,
108,2,1,36,904,31,
107,1,1,68,902,31,
151,1,1,70,902,31,
60,1,1,61,902,31,
62,2,1,57,902,31,
104,1,1,44,901,31,
121,2,1,45,901,31,
21,1,1,20,903,31,
85,2,1,41,903,31,
75,1,1,30,903,31,
119,1,1,19,904,31,
34,2,1,23,901,31,
125,2,1,64,904,31,
404,1,1,47,902,31,
498,2,1,45,902,31,
403,2,1,20,902,31,
574,2,1,19,902,31,
56,2,2,27,903,31,
57,2,1,33,902,31,
60,1,1,38,902,31,
87,2,2,48,903,31,
98,1,2,45,903,31,
99,1,1,43,901,31,
113,2,1,41,901,31,
120,1,1,52,902,31,
125,2,1,55,902,31,
201,2,1,26,902,31,
152,2,1,39,902,31,
190,1,1,46,902,31,
134,1,1,55,901,31,
129,2,1,68,901,31,
53,1,1,37,901,31,
59,2,1,37,901,31,
79,1,1,47,901,31,
72,2,1,44,901,31,
117,1,1,44,901,31,
77,1,1,19,903,31,
93,1,2,58,903,31,
165,2,1,48,902,31,
112,2,1,38,901,31,
99,1,1,38,901,31,
178,2,1,31,901,31,
161,1,1,30,901,31,
116,1,1,61,902,31,
97,1,1,25,901,31,
143,2,1,23,901,31,
71,2,1,58,903,31,
56,1,1,83,903,31,
64,2,1,82,903,31,
204,2,2,54,903,31,
100,1,1,61,902,31,
98,2,1,61,902,31,
62,2,1,80,903,31,
113,1,1,50,901,31,
106,2,6,51,901,31,
116,2,1,77,901,31,
381,1,1,28,902,31,
75,1,1,24,904,31,
65,2,1,23,904,31,
102,2,1,71,902,31,
108,1,1,70,902,31,
146,1,1,27,902,31,
60,2,1,43,901,31,
55,1,1,43,901,31,
62,1,1,18,901,31,
104,2,1,69,901,31,
84,2,1,75,902,31,
685,2,8,21,904,31,
572,1,8,28,904,31,
994,1,8,38,904,31,
438,2,1,21,902,31,
794,1,1,23,902,31,
198,2,1,28,901,31,
152,2,1,53,904,31,
124,1,1,25,904,31,
89,1,1,77,901,31,
62,2,1,76,901,31,
82,2,3,42,902,31,
166,1,1,47,902,31,
134,2,2,56,901,31,
62,1,1,32,901,31,
67,2,1,31,901,31,
65,1,1,34,904,31,
60,2,1,39,904,31,
140,1,1,54,904,31,
125,1,1,64,904,31,
80,2,1,72,901,31,
77,1,1,46,901,31,
289,1,1,29,901,31,
265,2,1,25,901,31,
6,2,1,22,903,31,
100,1,1,38,902,31,
98,2,1,36,902,31,
96,1,9,51,904,31,
65,1,1,38,904,31,
153,2,1,30,904,31,
153,1,6,40,904,31,
99,1,1,61,904,31,
97,2,1,42,902,31,
96,1,1,42,902,31,
59,1,1,66,902,31,
55,2,1,66,902,31,
68,1,9,69,903,31,
81,2,9,58,903,31,
110,1,1,86,904,31,
75,2,1,82,904,31,
110,1,9,39,902,31,
100,2,1,78,902,31,
98,2,6,44,901,31,
73,1,6,44,901,31,
136,2,1,65,904,31,
178,2,1,57,903,31,
247,1,1,25,903,31,
304,1,1,38,902,31,
298,2,1,38,902,31,
